polarity,content,content_clean
-1,"Mi novio me quiere llevar a una fiesta y yo no quiero, el si es muy dependiente de mi a todos lados quiere ir conmigo #vesolosi",mi novio me quiere llevar a una fiesta y yo no quiero el si es muy dependiente de mi a todos lados quiere ir conmigo vesolosi
-1,"#LatinaTeMaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quiénes dirigen la Tv Basura?",latinatemaltrata achachaaaaay primero los intocables de los realities y ahora esto se dan cuenta quines dirigen la tv basura
0,No me arrepiento de nada ah Ojalá tuviera dinero infinito,no me arrepiento de nada ah ojal tuviera dinero infinito
1,Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.,es grandioso conocer a personas maravillosas como ustedes se quedan en el corazn de las que las conocen
1,Lo que mas amo de mi escritorio es que hay una foto de el y mía juntos aparte de mi cuarto mis cuadro también están de el,lo que mas amo de mi escritorio es que hay una foto de el y ma juntos aparte de mi cuarto mis cuadro tambin estn de el
1,El bolso que le he comprado está hermosooo! Me lo quiero quedar,el bolso que le he comprado est hermosooo me lo quiero quedar
-1,@SancadillaNorte @TigresOficial chale...en mi trabajo si falto tres días seguidos me corren...,chaleen mi trabajo si falto tres das seguidos me corren
-1,@mechibasso Necesitar se necesita. Claro que hay gente que piensa estar por encima de esas minucias burguesas @Cybertario,necesitar se necesita claro que hay gente que piensa estar por encima de esas minucias burguesas
-1,"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño",cuando tengo la luz prendida me da sueo cuando la apago se me va el sueo
1,"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",pues de hecho s me funcion me siento ms tranquila despus de eso
0,@beeeel12 hubiera ido igual podía hasta las 4,hubiera ido igual poda hasta las 4
-1,Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,me siento estafada con la hamburguesa pens que era de pollo pero de pollo con pavo nomegusta
1,Disfrutando los días previos de Navidad,disfrutando los das previos de navidad
1,"@Mayra_Zepeda @nayaroldan y se ven bien ricos Gracias, May.",y se ven bien ricos gracias may
-1,"Por Navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.",por navidad que tus huelepedos te regalen agita de azahar cosa que te calmas y dejas de enviar dm porque te hicieron lea en twitter
-1,"@Cbrrrx yo solo robo corazones, daysino, ni eso puedo robar",yo solo robo corazones daysino ni eso puedo robar
-1,No es posible que justo hoy me sienta enferma.,no es posible que justo hoy me sienta enferma
-1,Lo que se enojó cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resultó ser,lo que se enoj cuando le dije que me iva a ir a pachanga v jajajajajaja lindo amiguito result ser
0,"@FidelZevi esta bien, no insistas",esta bien no insistas
0,@monich16 las que podrian llorar al verla aca son las feministas es medio brava la pela. Buenaza!,las que podrian llorar al verla aca son las feministas es medio brava la pela buenaza
-1,Parti 3 roscas diferentes y en las 3 me salio el niño!! Algo estoy haciendo mal,parti 3 roscas diferentes y en las 3 me salio el nio algo estoy haciendo mal
-1,"En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe",en definitiva me qued sin campo para ir a tacares ya que me haba mentalizado y ya hasta quera ir percebe
-1,"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",la tierra del olvido es una bonita cancin pero cuando la pienso iquitos sera la tierra olvidada porque seguimos tantos aos hasta las
0,"Si me dieran cualquier deseo del mundo,solo pediría una sola cosa ... ""regresar el tiempo"" , tengo mis dudas sobre Dios pero.. ayúdame!",si me dieran cualquier deseo del mundosolo pedira una sola cosa regresar el tiempo tengo mis dudas sobre dios pero aydame
0,"Fijo a esa mae algún famoso le dijo algo, entonces por eso se cree la mas rica y solicitada del puerto, es mi opinión",fijo a esa mae algn famoso le dijo algo entonces por eso se cree la mas rica y solicitada del puerto es mi opinin
-1,"Maldito jet lag, acabo de despertar a las 2 am",maldito jet lag acabo de despertar a las 2 am
1,Q lindo y agradable detalle Se ve q me conoces algo,q lindo y agradable detalle se ve q me conoces algo
1,@AracelyPeri @AlejandroSanz @CorazonesPeru #girasiropevivo con nuestro Chan hermoso,girasiropevivo con nuestro chan hermoso
0,"Elige amar, así duela, así parezca un imposible, así te tiemble el alma, así tengas miedo, así vayas a salir herida. El amor transforma",elige amar as duela as parezca un imposible as te tiemble el alma as tengas miedo as vayas a salir herida el amor transforma
-1,"Ya mi relación no es lo igual con Davi, ella me pierde",ya mi relacin no es lo igual con davi ella me pierde
-1,@Jenyeerimenta Yo a él lo amaba desde hace 3 años y ya es demasiado común jaja,yo a l lo amaba desde hace 3 aos y ya es demasiado comn jaja
-1,a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas,a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser buenas mejores amigas
-1,"Hago un favor y me reclaman y quejan, clásico",hago un favor y me reclaman y quejan clsico
1,¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.,feliz nuevo nacimiento un infinito gracias por tu presencia aqui un abrazo enorme alicia
-1,"@nataliaenlu jajaja que pena, soy metiche. Es que mi mama si me dijo de pasar año nuevo en la playa pero ya no hay espacio en ninguno",jajaja que pena soy metiche es que mi mama si me dijo de pasar ao nuevo en la playa pero ya no hay espacio en ninguno
0,"@Libranorte te entiendo, toda mi vida me he sentido igual; pero siempre hay que ser fiel a uno mismo",te entiendo toda mi vida me he sentido igual pero siempre hay que ser fiel a uno mismo
-1,"Cuidando a mi enfermita, hoy no se trabaja dice ella y esta perfecto día de camita! yo malita tu malita chin me toco ser la enfermera!",cuidando a mi enfermita hoy no se trabaja dice ella y esta perfecto da de camita yo malita tu malita chin me toco ser la enfermera
0,"@karim0603 jajajaja... yo no insulto a nadie, ni bloqueo... yo me comporto en el Twitter como en mi vida normal...",jajajaja yo no insulto a nadie ni bloqueo yo me comporto en el twitter como en mi vida normal
-1,"Me atropellaron, y me duele mucho mi pierna Estoy bien pinche salado VV",me atropellaron y me duele mucho mi pierna estoy bien pinche salado vv
-1,@__el_Negro ah mae que duro eso en este día,ah mae que duro eso en este da
1,@carlonchodemoda buena fotito people un abrazo hacen un buen programa,buena fotito people un abrazo hacen un buen programa
1,Nada mas lindo que agarrarle el auto sin permiso y salir andar jaja,nada mas lindo que agarrarle el auto sin permiso y salir andar jaja
-1,"Una señora alza la voz,le piden no gritar,ella dice con usted no estoy hablando...entonces por qué habla Tan fuerte...me aturde",una seora alza la vozle piden no gritarella dice con usted no estoy hablandoentonces por qu habla tan fuerteme aturde
1,Que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma,que rica siestesita me avent hasta pens que ya era de maana porque me levanto la alarma
-1,"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo",siii a estar asustada pero son horribles estos dolores ni modo
1,"#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @Tondero hasta hoy. Lo cual no será decir mucho, pero es lo que es",guerrero es de leeejos la mejor pelcula comercial que ha lanzado hasta hoy lo cual no ser decir mucho pero es lo que es
-1,"@amorins8 jajaja, un poco necrófilo pero bue...",jajaja un poco necrfilo pero bue
-1,"@iaz84 jajaja no ser Maléfica, de verdad la comida esta muy mal y el servicio igual, con las ganas que tenia de un buen coctel y caldo",jajaja no ser malfica de verdad la comida esta muy mal y el servicio igual con las ganas que tenia de un buen coctel y caldo
-1,"No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto",no s si los maltrataban de verdad pero me dio penita ver eso no me gusto eso no son objetos para que los traten as me indigna tanto
1,No puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla,no puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla
-1,"@mchl1782 @SalitaSin @CharitoObando Mas bien, penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)",mas bien penoso desconocimiento diversas realidades del per ahora anda preocupada x el clsico
-1,@funfillegamer Soy muy malo funfi me da pena y todo,soy muy malo funfi me da pena y todo
0,"@LuisRonaldMesen @amy_arom es simple! Mejor no arriesgarse, el q la consuma q la disfrute, yo mejor paso y ya",es simple mejor no arriesgarse el q la consuma q la disfrute yo mejor paso y ya
1,Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad,feliz da a todos mis amigos msicos y a todos los msicos en general psanela bonito msica rock vida felicidad
1,@sigridbazan Tu optimismo es admirable,tu optimismo es admirable
1,"@IvettlyOficial Yo igual, recuerdo que siempre te estaré apoyando en todo, a pesar de la distancia, siempre estaré aquí.",yo igual recuerdo que siempre te estar apoyando en todo a pesar de la distancia siempre estar aqu
-1,"#QueNoSePierdaLaCostumbre De Querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",quenosepierdalacostumbre de querernos amarnos respetarnos cuidarnos y estar juntos toda la vida
1,Al rato a preparar la cena de fin de año con mis hijos Al rato a Misa a darle gracias a Dios por un 2016 lleno de ilusiones y sueños,al rato a preparar la cena de fin de ao con mis hijos al rato a misa a darle gracias a dios por un 2016 lleno de ilusiones y sueos
-1,Está la gente viajada y la gente que jura viajada alejense de los segundos,est la gente viajada y la gente que jura viajada alejense de los segundos
-1,"Acabo de ver a una excompañera de trabajo y me sentí tentado a saludarla. Con la trompa del carro, a 150kmph, intencionalmente.",acabo de ver a una excompaera de trabajo y me sent tentado a saludarla con la trompa del carro a 150kmph intencionalmente
-1,"Taaaanto que se mueren por saber de mi, vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda",taaaanto que se mueren por saber de mi vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda
-1,@virginiagy8 lástima que no podemos decir lo mismo de la otra Ámsterdam,lstima que no podemos decir lo mismo de la otra msterdam
-1,"@perroju666 Tenemos, pero (1) no dura nada, porque la carga es terrible y (2) reemplazar las baterías nos sale carísimo y nunca hay plata",tenemos pero 1 no dura nada porque la carga es terrible y 2 reemplazar las bateras nos sale carsimo y nunca hay plata
1,#NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela @Studio92 @joannabolona @Sr_Pelaez,navidadquepone su rico pavito hecho en casa por las santas manos de mi abuela
0,"Mmm no quiero hacer spoiler pero hoy va a ver algo nuevo en el canal,lo podras ver en el nuevo video que subire en unas horas",mmm no quiero hacer spoiler pero hoy va a ver algo nuevo en el canallo podras ver en el nuevo video que subire en unas horas
0,"No vayan por la Av Brasil está cerrada y no le echen la culpa a PPK, el quiso que se haga en el central Park el desfile",no vayan por la av brasil est cerrada y no le echen la culpa a ppk el quiso que se haga en el central park el desfile
-1,"Creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupación por mi sustenta le ganó",creo que es la primera vez que no me deprimo por la fecha de mi cumple esta vez la preocupacin por mi sustenta le gan
-1,@mvdsister No seas mala Celina. No te das cuenta que ya sabe dónde lo tiene que llevar?,no seas mala celina no te das cuenta que ya sabe dnde lo tiene que llevar
0,@Agronegocios_Uy paisajes lunares o marcianos rumbo a #Flores #Trinidad desde #Soriano por la #Ruta14. No se de que nos quejamos,paisajes lunares o marcianos rumbo a flores trinidad desde soriano por la ruta14 no se de que nos quejamos
-1,"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",pero interrumpiste en mi sueo perd el sueo en ese momento y gracias a ti no fui a trabajar porque me quede dormida
1,Risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,risitas ests ah bueno no importa slo pasaba a desearte buenas noches descansa
-1,Estornudé y me mordí la lengua porque mi suerte es así,estornud y me mord la lengua porque mi suerte es as
1,@Phoyu_Agustina @WillyrexYT yo siempre e querido una fan así,yo siempre e querido una fan as
